Anime_id,Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,,,,,
121,Fullmetal Alchemist,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",TV,"['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System']",['Bones'],8.29,490243,37,789593,51,Manga,"Oct 4, 2003 to Oct 2, 2004",,,,,
122,Full Moon wo Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",TV,['Nihon Ad Systems'],['Studio Deen'],8.05,31187,1353,70878,52,Manga,"Apr 6, 2002 to Mar 29, 2003",,,,,
123,Fushigi Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",TV,"['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']",['Studio Pierrot'],7.75,33819,1292,73422,52,Manga,"Apr 6, 1995 to Mar 28, 1996",,,,,
123,Fushigi Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",TV,"['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']",['Studio Pierrot'],7.75,33819,1291,73422,52,Manga,"Apr 6, 1995 to Mar 28, 1996",,,,,
124,Fushigi Yuugi: Eikouden,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']",OVA,,['Studio Pierrot'],6.98,6985,3742,13098,4,Manga,"Dec 21, 2001 to Jun 25, 2002",,,,,
125,Futakoi,"['Comedy', 'Romance', 'School']",TV,['Lantis'],['Telecom Animation Film'],6.59,12720,2598,26988,13,Original,"Oct 6, 2004 to Dec 29, 2004",,,,,
126,Futakoi Alternative,"['Comedy', 'Drama', 'Romance']",TV,['Lantis'],"['ufotable', 'feel.', 'Studio Flag']",6.99,9361,2731,24614,13,Original,"Apr 7, 2005 to Jun 30, 2005",,,,,
127,Gate Keepers,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,['Media Factory'],['Gonzo'],7.04,6962,3367,16483,24,Game,"Apr 3, 2000 to Sep 18, 2000",,,,,
128,Gate Keepers 21,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,,['Gonzo'],6.87,3682,4561,8172,6,Game,"Apr 24, 2002 to Jan 8, 2003",,,,,
129,Gensoumaden Saiyuuki,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,"['TV Tokyo', 'Dentsu', 'Group TAC']",['Studio Pierrot'],7.68,14812,2106,38248,50,Manga,"Apr 4, 2000 to Mar 27, 2001",,,,,
130,Saiyuuki Reload,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",TV,,['Studio Pierrot'],7.51,8921,2824,22421,25,Manga,"Oct 2, 2003 to Mar 25, 2004",,,,,
131,Saiyuuki Reload Gunlock,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",TV,,['Studio Pierrot'],7.53,5818,3411,15605,26,Manga,"Apr 2, 2004 to Sep 24, 2004",,,,,
132,GetBackers,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",TV,"['TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha']",['Studio Deen'],7.69,37256,1144,85983,49,Manga,"Oct 5, 2002 to Sep 20, 2003",,,,,
133,Green Green,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",TV,"['Pony Canyon', 'Memory-Tech', 'Studio Jack']",['Studio Matrix'],6.36,53587,1103,91476,12,Visual novel,"Jul 12, 2003 to Sep 27, 2003",,,,,
134,Gunslinger Girl,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",TV,"['Marvelous', 'Fuji TV']",['Madhouse'],7.51,55026,762,128093,13,Manga,"Oct 9, 2003 to Feb 19, 2004",,,,,
135,Hikaru no Go,"['Comedy', 'Game', 'Shounen', 'Supernatural']",TV,"['TV Tokyo', 'Dentsu', 'Dream Force']",['Studio Pierrot'],8.17,39750,1130,84109,75,Manga,"Oct 10, 2001 to Mar 26, 2003",,,,,
136,Hunter x Hunter,"['Action', 'Adventure', 'Shounen', 'Super Power']",TV,['Fuji TV'],['Nippon Animation'],8.47,114939,321,228839,62,Manga,"Oct 16, 1999 to Mar 31, 2001",,,,,
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,"['Action', 'Adventure', 'Super Power', 'Shounen']",OVA,,['Nippon Animation'],8.39,39782,1296,67721,8,Manga,"Jan 17, 2002 to Apr 17, 2002",,,,,
138,Hunter x Hunter: Greed Island,"['Action', 'Adventure', 'Shounen', 'Super Power']",OVA,,['Nippon Animation'],8.3,44445,1182,73367,8,Manga,"Feb 5, 2003 to Apr 16, 2003",,,,,
139,Hunter x Hunter: Greed Island Final,"['Action', 'Adventure', 'Shounen', 'Super Power']",OVA,,['Nippon Animation'],8.38,43224,1208,71907,14,Manga,"Mar 3, 2004 to Aug 18, 2004",,,,,
141,Jinki:Extend,"['Mecha', 'Sci-Fi']",TV,"['TV Asahi', 'GANSIS']",['feel.'],6.22,3205,4490,8406,12,Manga,"Jan 6, 2005 to Mar 24, 2005",,,,,
142,Kamikaze Kaitou Jeanne,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",TV,,['Toei Animation'],7.52,19117,2151,36450,44,Manga,"Feb 13, 1999 to Jan 29, 2000",,,,,
143,Kannazuki no Miko,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",TV,"['Studio Fantasia', 'Geneon Universal Entertainment', 'Remic', 'Front Line', 'Kodansha', 'Rondo Robe', 'Memory-Tech', 'Toshiba Entertainment']",['TNK'],7.01,22058,1774,49891,12,Manga,"Oct 2, 2004 to Dec 18, 2004",,,,,
144,Kanon,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,"['Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']",['Toei Animation'],7.22,20186,1865,47125,13,Visual novel,"Jan 31, 2002 to Mar 28, 2002",,,,,
145,Kareshi Kanojo no Jijou,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,"['TV Tokyo', 'GANSIS']","['Gainax', 'J.C.Staff']",7.64,47231,767,121303,26,Manga,"Oct 2, 1998 to Mar 26, 1999",,,,,
146,Kono Minikuku mo Utsukushii Sekai,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",TV,"['Geneon Universal Entertainment', 'TBS', 'Rondo Robe', 'Movic']","['Gainax', 'Shaft']",6.87,23141,1879,46840,12,Original,"Apr 2, 2004 to Jun 18, 2004",,,,,
147,Kimi ga Nozomu Eien,"['Drama', 'Romance', 'Slice of Life']",TV,"['Lantis', 'Media Factory', 'Age']",['Studio Fantasia'],7.35,52812,983,104684,14,Visual novel,"Oct 5, 2003 to Jan 4, 2004",,,,,
148,Kita e.: Diamond Dust Drops,"['Drama', 'Romance', 'Slice of Life']",TV,,['Studio Deen'],6.72,1935,4936,6582,12,Visual novel,"Jan 20, 2004 to Apr 5, 2004",,,,,
149,Loveless,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']", 'TV Asahi'," 'Movic']""",['J.C.Staff'],7.11,50789,1021,98768,12,Manga,"Apr 7, 2005 to Jun 30, 2005",,,,,
150,Blood+,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",TV,"['Aniplex', 'Mainichi Broadcasting System']",['Production I.G'],7.76,108084,344,251177,50,Original,"Oct 8, 2005 to Sep 23, 2006",,,,,
150,Blood+,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",TV,"['Aniplex', 'Mainichi Broadcasting System']",['Production I.G'],7.76,108084,344,251177,50,Original,"Oct 8, 2005 to Sep 23, 2006",,,,,
151,Re: Cutey Honey,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']",OVA,['Toei Video'],"['Gainax', 'Toei Animation']",7.15,6192,3215,15731,3,Manga,"Jul 24, 2004 to Sep 25, 2004",,,,,
152,Solty Rei,"['Action', 'Sci-Fi', 'Super Power']",TV,"['AIC', 'TV Asahi', 'Sotsu Music Publishing']",['Gonzo'],7.34,9119,2933,21270,24,Original,"Oct 7, 2005 to Mar 31, 2006",,,,,
153,Juuni Kokuki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",TV,['Sogo Vision'],['Studio Pierrot'],8.13,28752,1105,82769,45,Novel,"Apr 9, 2002 to Aug 30, 2003",,,,,
154,Shaman King,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music']",['Xebec'],7.83,120458,389,214972,64,Manga,"Jul 4, 2001 to Sep 25, 2002",,,,,
155,X/1999,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",Movie,"['Kadokawa Shoten', 'Victor Entertainment', 'Marubeni', 'Movic', 'Sega', 'Shelty']",['Madhouse'],6.66,14426,2641,25938,1,Manga,3-Aug-96,,,,,
156,X,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",TV,"['Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']",['Madhouse'],7.52,26671,1592,58116,24,Manga,"Oct 3, 2001 to Mar 27, 2002",,,,,
157,Mahou Sensei Negima!,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",TV,['Starchild Records'],['Xebec'],7.08,45323,1027,95677,26,Manga,"Jan 6, 2005 to Jun 30, 2005",,,,,
158,Maria-sama ga Miteru,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",TV,"['Rondo Robe', 'TV Tokyo Music']",['Studio Deen'],7.44,14191,1976,40557,13,Light novel,"Jan 8, 2004 to Apr 1, 2004",,,,,
159,Boukyaku no Senritsu,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",TV,"['Kadokawa Shoten', 'TBS', 'KENMedia']","['Gainax', 'J.C.Staff']",6.4,4614,3619,13863,24,Manga,"Apr 7, 2004 to Sep 22, 2004",,,,,
160,"Ima, Soko ni Iru Boku","['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",TV,['Pioneer LDC'],['AIC'],7.76,24855,1192,75124,13,Original,"Oct 14, 1999 to Jan 20, 2000",,,,,
161,Peace Maker Kurogane,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,"['GDH', 'TV Asahi', 'Imagica']",['Gonzo'],7.4,17546,2008,40634,24,Manga,"Oct 8, 2003 to Mar 24, 2004",,,,,
162,Pita Ten,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",TV,['Broccoli'],['Madhouse'],7.04,7854,3261,17750,26,Manga,"Apr 7, 2002 to Sep 29, 2002",,,,,
163,Power Stone,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",TV,['Avex Entertainment'],['Studio Pierrot'],6.54,2529,5408,5105,26,Game,"Apr 3, 1999 to Sep 25, 1999",,,,,
164,Mononoke Hime,"['Action', 'Adventure', 'Fantasy']",Movie,"['Tokuma Shoten', 'Nippon Television Network']",['Studio Ghibli'],8.8,332946,77,506368,1,Original,12-Jul-97,,,,,
165,RahXephon,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",TV,"['Asatsu DK', 'Fuji TV']",['Bones'],7.5,31178,1204,78993,26,Original,"Jan 21, 2002 to Sep 10, 2002",,,,,
166,Samurai 7,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",TV,"['GDH', 'Sotsu Music Publishing']",['Gonzo'],7.57,44514,1113,87098,26,Other,"Jun 12, 2004 to Dec 25, 2004",,,,,
167,Scrapped Princess,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,"['Kadokawa Shoten', 'A-Line']",['Bones'],7.48,28886,1410,67709,24,Light novel,"Apr 8, 2003 to Oct 7, 2003",,,,,
168,s.CRY.ed,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",TV,['Yomiko Advertising'],['Sunrise'],7.43,29600,1550,60569,26,Original,"Jul 4, 2001 to Dec 26, 2001",,,,,
169,Shingetsutan Tsukihime,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",TV,"['TBS', 'Rondo Robe', 'Movic']",['J.C.Staff'],7.04,51150,922,107990,12,Visual novel,"Oct 10, 2003 to Dec 26, 2003",,,,,
170,Slam Dunk,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,"['TV Asahi', 'Animax']",['Toei Animation'],8.55,54910,735,114590,101,Manga,"Oct 16, 1993 to Mar 23, 1996",,,,,
171,Strange Dawn,"['Adventure', 'Drama', 'Fantasy']",TV,,['Hal Film Maker'],6.54,793,6727,2624,13,Original,"Jul 11, 2000 to Sep 26, 2000",,,,,
173,Tactics,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']",TV,"['Studio Izena', 'MediaNet']",['Studio Deen'],7.31,10634,2386,31017,25,Manga,"Oct 6, 2004 to Mar 30, 2005",,,,,
174,Tenjou Tenge,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",TV,['TV Asahi'],['Madhouse'],7.05,64581,787,124312,24,Manga,"Apr 2, 2004 to Sep 17, 2004",,,,,
175,Tokyo Underground,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",TV,['TV Tokyo Music'],['Studio Pierrot'],6.7,8558,2965,20911,26,Manga,"Apr 2, 2002 to Sep 24, 2002",,,,,
176,Triangle Heart: Sweet Songs Forever,"['Adventure', 'Romance']",OVA,['Discovery'],['Seven Arcs'],6.27,2118,5475,5127,4,Unknown,"Jul 24, 2003 to Dec 26, 2003",,,,,
177,Tsubasa Chronicle,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",TV,"['NHK', 'Kodansha']",['Bee Train'],7.64,70061,607,158988,26,Manga,"Apr 9, 2005 to Oct 15, 2005",,,,,
178,Ultra Maniac,"['Magic', 'Comedy', 'Romance', 'School', 'Shoujo']",TV,"['WAO World', 'Studio Jack']",['Production Reed'],7.27,9654,2837,22752,26,Manga,"May 20, 2003 to Nov 11, 2003",,,,,
179,Ultra Maniac OVA,"['Magic', 'Comedy', 'Romance', 'School']",OVA,,['Production Reed'],6.78,1966,5901,4360,1,Unknown,6-Aug-02,,,,,
180,Vandread,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,"['GDH', 'Dentsu', 'Media Factory']",['Gonzo'],7.29,34033,1542,61566,13,Original,"Oct 3, 2000 to Dec 19, 2000",,,,,
181,Vandread: The Second Stage,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,"['GDH', 'Dentsu', 'Media Factory']",['Gonzo'],7.51,25344,2050,40930,13,Original,"Oct 5, 2001 to Jan 18, 2002",,,,,
182,Tenkuu no Escaflowne,"['Adventure', 'Psychological', 'Romance', 'Fantasy', 'Mecha', 'Shoujo']",TV,"['TV Tokyo', 'Bandai Visual']",['Sunrise'],7.77,46534,984,99344,26,Original,"Apr 2, 1996 to Sep 24, 1996",,,,,
183,Whistle!,"['School', 'Shounen', 'Sports']",TV,['Marvelous'],['Studio Comet'],7.5,4537,4190,9527,39,Manga,"May 6, 2002 to Feb 3, 2003",,,,,
184,Xenosaga The Animation,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,['Happinet Pictures'],['Toei Animation'],6.44,6532,3490,15382,12,Game,"Jan 6, 2005 to Mar 24, 2005",,,,,
185,Initial D First Stage,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",TV,"['OB Planning', 'Fuji TV']","['Studio Gallop', 'Studio Comet']",8.28,60345,674,114952,26,Manga,"Apr 19, 1998 to Dec 6, 1998",,,,,
186,Initial D Second Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",TV,"['OB Planning', 'Fuji TV']",['Pastel'],8.16,46252,1097,72342,13,Manga,"Oct 15, 1999 to Jan 21, 2000",,,,,
187,Initial D Third Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",Movie,['OB Planning'],['Studio Deen'],7.97,39507,1293,61712,1,Manga,13-Jan-01,,,,,
188,Gosenzo San'e,"['Comedy', 'Hentai', 'Mystery', 'Supernatural']",OVA,"['AIC', 'Green Bunny', 'BEAM Entertainment']",,6.25,499,8077,1549,4,Original,"Sep 25, 1998 to Mar 25, 1999",,,,,
189,Love Hina,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",TV,"['Production I.G', 'TV Tokyo', 'Yomiko Advertising', 'King Records', 'Audio Tanaka']",['Xebec'],7.24,100842,531,182584,24,Manga,"Apr 19, 2000 to Sep 27, 2000",,,,,
190,Love Hina Again,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",OVA,"['Starchild Records', 'Audio Tanaka']",['Xebec'],7.33,43040,1461,67366,3,Manga,"Jan 26, 2002 to Mar 27, 2002",,,,,
191,Love Hina Christmas Special: Silent Eve,"['Slice of Life', 'Comedy', 'Romance']",Special,"['Xebec', 'Yomiko Advertising', 'Audio Tanaka']",,7.41,30940,1873,48348,1,Manga,25-Dec-00,,,,,
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"['Adventure', 'Comedy', 'Romance']",Special,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']",['Xebec'],7.28,27492,2005,43703,1,Unknown,2-Apr-01,,,,,
193,Maburaho,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",TV,"['Kadokawa Shoten', 'KlockWorx', 'Happinet Pictures', 'Sony PCL']",['J.C.Staff'],6.94,36836,1375,71210,24,Light novel,"Oct 14, 2003 to Apr 6, 2004",,,,,
194,Macross Zero,"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",OVA,['Bandai Visual'],['Satelight'],7.64,14743,2545,27288,5,Unknown,"Dec 21, 2002 to Oct 20, 2004",,,,,
195,Onegai☆Teacher,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",TV,"['Bandai Visual', 'Genco']",['Daume'],7.3,67924,854,117651,12,Original,"Jan 10, 2002 to Mar 28, 2002",,,,,
196,Onegai☆Twins,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",TV,"['Bandai Visual', 'Genco', 'Lantis']",['Daume'],6.99,39199,1468,66318,12,Original,"Jul 15, 2003 to Oct 14, 2003",,,,,
197,Rizelmine,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']",TV,['m.o.e.'],"['Madhouse', 'Imagin']",6.62,7985,3159,18797,24,Manga,"Apr 3, 2002 to Dec 22, 2002",,,,,
198,Speed Grapher,"['Action', 'Mystery', 'Super Power']",TV,"['TV Asahi', 'WAO World', 'TAP']",['Gonzo'],7.43,29660,1241,77289,24,Original,"Apr 8, 2005 to Sep 30, 2005",,,,,
199,Sen to Chihiro no Kamikakushi,"['Adventure', 'Supernatural', 'Drama']",Movie,['Toho'],['Studio Ghibli'],8.92,496902,40,703229,1,Original,20-Jul-01,,,,,
200,Tenshi na Konamaiki,"['Comedy', 'Magic', 'Romance', 'Shounen']",TV,,['TMS Entertainment'],7.56,6618,3154,17907,50,Manga,"Apr 6, 2002 to Mar 29, 2003",,,,,
201,Video Girl Ai,"['Comedy', 'Drama', 'Ecchi', 'Romance']",OVA,['Shueisha'],['Production I.G'],7.28,8475,3185,17099,6,Manga,"Mar 27, 1992 to Aug 28, 1992",,,,,
202,Wolf's Rain,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",TV,"['Bandai Visual', 'Asatsu DK', 'Fuji TV']",['Bones'],7.9,90804,425,209207,26,Original,"Jan 7, 2003 to Jul 29, 2003",,,,,
203,Words Worth,"['Adventure', 'Demons', 'Fantasy', 'Hentai', 'Magic']",OVA,['Green Bunny'],['Arms'],6.86,2715,5095,5958,5,Visual novel,"Aug 25, 1999 to Nov 25, 2000",,,,,
204,Yumeria,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",TV,,['Studio Deen'],6.21,10282,2971,21387,12,Visual novel,"Jan 9, 2004 to Mar 26, 2004",,,,,
205,Samurai Champloo,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,"['Victor Entertainment', 'Fuji TV', 'Barnum Studio', 'Tokuma Shoten', 'flying DOG']",['Manglobe'],8.5,297258,70,542349,26,Original,"May 20, 2004 to Mar 19, 2005",,,,,
206,Lodoss-tou Senki: Eiyuu Kishi Den,"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",TV,"['Kadokawa Shoten', 'Yomiko Advertising', 'Marubeni']",['AIC'],7.22,7561,3023,19167,27,Novel,"Apr 1, 1998 to Sep 30, 1998",,,,,
207,Lodoss-tou Senki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",OVA,"['Kadokawa Shoten', 'TBS', 'Marubeni']",['Madhouse'],7.52,15066,2054,35976,13,Novel,"Jun 30, 1990 to Nov 23, 1991",,,,,
208,R.O.D: Read or Die,"['Action', 'Adventure', 'Historical', 'Magic', 'Mystery', 'Sci-Fi']",OVA,"['Aniplex', 'SME Visual Works']",['Studio Deen'],7.75,26213,1840,47182,3,Light novel,"May 23, 2001 to Feb 6, 2002",,,,,
209,R.O.D: The TV,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Super Power']",TV,"['Aniplex', 'Studio Deen', 'Broccoli', 'Sony Music Entertainment']",['J.C.Staff'],7.61,22395,1721,53209,26,Light novel,"Sep 1, 2003 to Mar 16, 2004",,,,,
210,Ranma ½,"['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy']",TV,"['Shogakukan Productions', 'Kitty Films', 'Fuji TV', 'Shogakukan']",['Studio Deen'],7.85,59792,687,134222,161,Manga,"Apr 15, 1989 to Sep 25, 1992",,,,,
211,Pure Mail,['Hentai'],OVA,"['Pink Pineapple', 'Green Bunny']",,6.34,989,7185,2362,2,Visual novel,"Sep 25, 2001 to Dec 21, 2001",,,,,
212,Project A-Ko,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",Movie,['SOEISHINSHA'],['APPP'],6.99,4708,3967,10173,1,Original,21-Jun-86,,,,,
214,Pia Carrot e Youkoso!! 2,"['Comedy', 'Romance', 'Hentai']",OVA,['Pink Pineapple'],,6.31,622,8112,1642,3,Unknown,"Oct 23, 1998 to Apr 23, 1999",,,,,
215,Pia Carrot e Youkoso!! 2 DX,"['Comedy', 'Romance']",OVA,,,6.46,664,8119,1611,6,Unknown,"Dec 18, 1999 to Oct 25, 2000",,,,,
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"['Comedy', 'Romance']",Movie,"['Geneon Universal Entertainment', 'I-move']",['Bones'],6,873,7646,2056,1,Visual novel,19-Oct-02,,,,,
217,Shin Angel,"['Comedy', 'Drama', 'Hentai', 'Romance']",OVA,"['Pink Pineapple', 'Studio Tulip']",,6.39,635,7805,1754,5,Unknown,"Oct 21, 1994 to Nov 22, 1995",,,,,
218,Kidou Senkan Nadesico,"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",TV,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']",['Xebec'],7.59,13497,2211,34148,26,Original,"Oct 1, 1996 to Mar 25, 1997",,,,,
219,Kidou Senkan Nadesico: The Prince of Darkness,"['Action', 'Comedy', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']",Movie,"['TV Tokyo', 'Starchild Records', 'Kadokawa Shoten', 'Toei Video', 'Movic', 'Sega', 'King Records', 'Audio Tanaka']",['Xebec'],6.86,6088,3970,11073,1,Original,1-Aug-98,,,,,
221,Mezzo Forte,"['Action', 'Comedy', 'Hentai', 'Sci-Fi']",OVA,['Green Bunny'],['Arms'],6.72,9495,3114,17821,2,Original,"May 25, 2000 to Jun 25, 2001",,,,,
223,Dragon Ball,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,['Fuji TV'],['Toei Animation'],8.15,285183,103,443087,153,Manga,"Feb 26, 1986 to Apr 12, 1989",,,,,
225,Dragon Ball GT,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Sci-Fi', 'Shounen', 'Super Power']",TV,['Fuji TV'],['Toei Animation'],6.67,205317,235,304531,64,Manga,"Feb 7, 1996 to Nov 19, 1997",,,,,
226,Elfen Lied,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",TV,"['VAP', 'Genco', 'A-Line']",['Arms'],7.76,513467,26,831141,13,Manga,"Jul 25, 2004 to Oct 17, 2004",,,,,
227,FLCL,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",OVA,"['Starchild Records', 'GANSIS']","['Gainax', 'Production I.G']",8.07,231083,134,405028,6,Original,"Apr 26, 2000 to Mar 16, 2001",,,,,
228,Jigoku Shoujo,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",TV,"['Aniplex', 'SKY Perfect Well Think']",['Studio Deen'],7.75,84573,393,219585,26,Original,"Oct 5, 2005 to Apr 5, 2006",,,,,
229,Ninin ga Shinobuden,"['Comedy', 'Parody', 'Martial Arts']",TV,"['Toshiba Entertainment', 'Happinet Pictures']",['ufotable'],7,12300,2659,25902,12,Manga,"Jul 10, 2004 to Sep 25, 2004",,,,,
230,Air Master,"['Action', 'Comedy', 'Martial Arts', 'Seinen']",TV,"['VAP', 'Nippon Television Network']",['Toei Animation'],7.1,10773,2589,26164,27,Manga,"Apr 2, 2003 to Oct 1, 2003",,,,,
231,Asagiri no Miko,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'School', 'Sci-Fi', 'Shounen', 'Slice of Life', 'Super Power', 'Supernatural']",TV,"['Starchild Records', 'TV Tokyo Music', 'Shounen Gahousha']","['Chaos Project', 'GANSIS']",6.26,1660,5334,5475,26,Manga,"Jul 4, 2002 to Dec 26, 2002",,,,,
232,Cardcaptor Sakura,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",TV,"['NHK', 'Kodansha', 'Sogo Vision', 'YTV']",['Madhouse'],8.21,121755,350,237261,70,Manga,"Apr 7, 1998 to Mar 21, 2000",,,,,
233,Daa! Daa! Daa!,"['Comedy', 'Sci-Fi', 'Shoujo']",TV,,['J.C.Staff'],7.78,6589,3396,15187,78,Manga,"Mar 28, 2000 to Feb 26, 2002",,,,,
234,Dan Doh!!,"['Adventure', 'Sports', 'Shounen']",TV,"['TV Tokyo', 'HoriPro']",['Tokyo Kids'],6.76,1146,6887,2765,26,Manga,"Apr 3, 2004 to Sep 25, 2004",,,,,
